date,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end
2021-09-07,2021-09-07 06:31:24+10:00,2021-09-07 18:05:02+10:00,2021-09-07 12:18:13+10:00,41618,2021-09-07 06:06:29+10:00,2021-09-07 18:29:57+10:00,2021-09-07 05:36:06+10:00,2021-09-07 19:00:20+10:00,2021-09-07 05:05:38+10:00,2021-09-07 19:30:48+10:00
2017-04-24,2017-04-24 06:53:27+10:00,2017-04-24 17:43:11+10:00,2017-04-24 12:18:19+10:00,38984,2017-04-24 06:27:55+10:00,2017-04-24 18:08:43+10:00,2017-04-24 05:57:07+10:00,2017-04-24 18:39:31+10:00,2017-04-24 05:26:37+10:00,2017-04-24 19:10:01+10:00
2017-01-23,2017-01-23 06:22:13+11:00,2017-01-23 20:41:39+11:00,2017-01-23 13:31:56+11:00,51566,2017-01-23 05:54:07+11:00,2017-01-23 21:09:45+11:00,2017-01-23 05:17:43+11:00,2017-01-23 21:46:09+11:00,2017-01-23 04:37:55+11:00,2017-01-23 22:25:57+11:00
2018-03-17,2018-03-17 07:18:39+11:00,2018-03-17 19:38:34+11:00,2018-03-17 13:28:37+11:00,44395,2018-03-17 06:53:46+11:00,2018-03-17 20:03:28+11:00,2018-03-17 06:23:00+11:00,2018-03-17 20:34:13+11:00,2018-03-17 05:51:41+11:00,2018-03-17 21:05:32+11:00
2017-03-19,2017-03-19 07:20:45+11:00,2017-03-19 19:35:10+11:00,2017-03-19 13:27:58+11:00,44065,2017-03-19 06:55:54+11:00,2017-03-19 20:00:01+11:00,2017-03-19 06:25:14+11:00,2017-03-19 20:30:41+11:00,2017-03-19 05:54:05+11:00,2017-03-19 21:01:51+11:00
2021-02-07,2021-02-07 06:39:22+11:00,2021-02-07 20:29:07+11:00,2021-02-07 13:34:14+11:00,49785,2021-02-07 06:12:31+11:00,2021-02-07 20:55:57+11:00,2021-02-07 05:38:16+11:00,2021-02-07 21:30:12+11:00,2021-02-07 05:01:45+11:00,2021-02-07 22:06:44+11:00
2020-11-11,2020-11-11 06:01:25+11:00,2020-11-11 20:06:56+11:00,2020-11-11 13:04:10+11:00,50731,2020-11-11 05:33:56+11:00,2020-11-11 20:34:24+11:00,2020-11-11 04:58:37+11:00,2020-11-11 21:09:43+11:00,2020-11-11 04:20:29+11:00,2020-11-11 21:47:52+11:00
2016-11-06,2016-11-06 06:06:07+11:00,2016-11-06 20:01:26+11:00,2016-11-06 13:03:46+11:00,50119,2016-11-06 05:39:03+11:00,2016-11-06 20:28:29+11:00,2016-11-06 05:04:27+11:00,2016-11-06 21:03:06+11:00,2016-11-06 04:27:23+11:00,2016-11-06 21:40:10+11:00
2016-07-04,2016-07-04 07:34:35+10:00,2016-07-04 17:14:36+10:00,2016-07-04 12:24:35+10:00,34801,2016-07-04 07:06:51+10:00,2016-07-04 17:42:19+10:00,2016-07-04 06:34:04+10:00,2016-07-04 18:15:06+10:00,2016-07-04 06:02:12+10:00,2016-07-04 18:46:58+10:00
2021-12-22,2021-12-22 05:53:29+11:00,2021-12-22 20:43:45+11:00,2021-12-22 13:18:37+11:00,53416,2021-12-22 05:23:43+11:00,2021-12-22 21:13:31+11:00,2021-12-22 04:44:24+11:00,2021-12-22 21:52:50+11:00,2021-12-22 03:59:48+11:00,2021-12-22 22:37:26+11:00
2017-10-12,2017-10-12 06:37:48+11:00,2017-10-12 19:35:33+11:00,2017-10-12 13:06:40+11:00,46665,2017-10-12 06:12:24+11:00,2017-10-12 20:00:56+11:00,2017-10-12 05:40:40+11:00,2017-10-12 20:32:41+11:00,2017-10-12 05:07:50+11:00,2017-10-12 21:05:31+11:00
2021-12-26,2021-12-26 05:55:46+11:00,2021-12-26 20:45:26+11:00,2021-12-26 13:20:36+11:00,53380,2021-12-26 05:26:03+11:00,2021-12-26 21:15:10+11:00,2021-12-26 04:46:48+11:00,2021-12-26 21:54:24+11:00,2021-12-26 04:02:18+11:00,2021-12-26 22:38:54+11:00
2020-06-03,2020-06-03 07:26:28+10:00,2020-06-03 17:10:11+10:00,2020-06-03 12:18:19+10:00,35023,2020-06-03 06:58:53+10:00,2020-06-03 17:37:45+10:00,2020-06-03 06:26:15+10:00,2020-06-03 18:10:24+10:00,2020-06-03 05:54:30+10:00,2020-06-03 18:42:09+10:00
2015-03-22,2015-03-22 07:23:04+11:00,2015-03-22 19:31:23+11:00,2015-03-22 13:27:14+11:00,43699,2015-03-22 06:58:15+11:00,2015-03-22 19:56:13+11:00,2015-03-22 06:27:40+11:00,2015-03-22 20:26:48+11:00,2015-03-22 05:56:40+11:00,2015-03-22 20:57:48+11:00
2017-05-22,2017-05-22 07:17:44+10:00,2017-05-22 17:15:52+10:00,2017-05-22 12:16:48+10:00,35888,2017-05-22 06:50:43+10:00,2017-05-22 17:42:53+10:00,2017-05-22 06:18:35+10:00,2017-05-22 18:15:00+10:00,2017-05-22 05:47:13+10:00,2017-05-22 18:46:23+10:00
2015-05-18,2015-05-18 07:14:05+10:00,2015-05-18 17:19:01+10:00,2015-05-18 12:16:33+10:00,36296,2015-05-18 06:47:18+10:00,2015-05-18 17:45:47+10:00,2015-05-18 06:15:24+10:00,2015-05-18 18:17:41+10:00,2015-05-18 05:44:11+10:00,2015-05-18 18:48:54+10:00
2021-07-18,2021-07-18 07:29:31+10:00,2021-07-18 17:23:16+10:00,2021-07-18 12:26:24+10:00,35625,2021-07-18 07:02:20+10:00,2021-07-18 17:50:27+10:00,2021-07-18 06:30:03+10:00,2021-07-18 18:22:44+10:00,2021-07-18 05:58:34+10:00,2021-07-18 18:54:13+10:00
2018-01-05,2018-01-05 06:03:26+11:00,2018-01-05 20:47:17+11:00,2018-01-05 13:25:21+11:00,53031,2018-01-05 05:34:02+11:00,2018-01-05 21:16:40+11:00,2018-01-05 04:55:24+11:00,2018-01-05 21:55:19+11:00,2018-01-05 04:11:57+11:00,2018-01-05 22:38:46+11:00
2020-09-12,2020-09-12 06:23:22+10:00,2020-09-12 18:09:24+10:00,2020-09-12 12:16:23+10:00,42362,2020-09-12 05:58:32+10:00,2020-09-12 18:34:15+10:00,2020-09-12 05:28:08+10:00,2020-09-12 19:04:39+10:00,2020-09-12 04:57:32+10:00,2020-09-12 19:35:15+10:00
2021-05-17,2021-05-17 07:13:43+10:00,2021-05-17 17:19:22+10:00,2021-05-17 12:16:32+10:00,36339,2021-05-17 06:46:57+10:00,2021-05-17 17:46:07+10:00,2021-05-17 06:15:05+10:00,2021-05-17 18:18:00+10:00,2021-05-17 05:43:53+10:00,2021-05-17 18:49:12+10:00
2021-12-07,2021-12-07 05:49:38+11:00,2021-12-07 20:33:23+11:00,2021-12-07 13:11:31+11:00,53025,2021-12-07 05:20:15+11:00,2021-12-07 21:02:46+11:00,2021-12-07 04:41:37+11:00,2021-12-07 21:41:24+11:00,2021-12-07 03:58:11+11:00,2021-12-07 22:24:50+11:00
2016-10-02,2016-10-02 06:52:22+11:00,2016-10-02 19:26:33+11:00,2016-10-02 13:09:28+11:00,45251,2016-10-02 06:27:20+11:00,2016-10-02 19:51:35+11:00,2016-10-02 05:56:17+11:00,2016-10-02 20:22:38+11:00,2016-10-02 05:24:30+11:00,2016-10-02 20:54:25+11:00
2020-01-13,2020-01-13 06:10:37+11:00,2020-01-13 20:46:21+11:00,2020-01-13 13:28:29+11:00,52544,2020-01-13 05:41:41+11:00,2020-01-13 21:15:17+11:00,2020-01-13 05:03:51+11:00,2020-01-13 21:53:07+11:00,2020-01-13 04:21:43+11:00,2020-01-13 22:35:15+11:00
2020-03-01,2020-03-01 07:03:28+11:00,2020-03-01 20:01:25+11:00,2020-03-01 13:32:27+11:00,46677,2020-03-01 06:38:05+11:00,2020-03-01 20:26:48+11:00,2020-03-01 06:06:20+11:00,2020-03-01 20:58:33+11:00,2020-03-01 05:33:30+11:00,2020-03-01 21:31:23+11:00
2017-03-30,2017-03-30 07:30:53+11:00,2017-03-30 19:18:26+11:00,2017-03-30 13:24:40+11:00,42453,2017-03-30 07:06:03+11:00,2017-03-30 19:43:16+11:00,2017-03-30 06:35:39+11:00,2017-03-30 20:13:41+11:00,2017-03-30 06:05:02+11:00,2017-03-30 20:44:18+11:00
2016-06-04,2016-06-04 07:27:03+10:00,2016-06-04 17:09:55+10:00,2016-06-04 12:18:29+10:00,34972,2016-06-04 06:59:26+10:00,2016-06-04 17:37:31+10:00,2016-06-04 06:26:46+10:00,2016-06-04 18:10:12+10:00,2016-06-04 05:54:59+10:00,2016-06-04 18:41:58+10:00
2016-11-14,2016-11-14 05:58:58+11:00,2016-11-14 20:10:11+11:00,2016-11-14 13:04:35+11:00,51073,2016-11-14 05:31:15+11:00,2016-11-14 20:37:55+11:00,2016-11-14 04:55:30+11:00,2016-11-14 21:13:40+11:00,2016-11-14 04:16:42+11:00,2016-11-14 21:52:27+11:00
2021-06-13,2021-06-13 07:31:35+10:00,2021-06-13 17:08:48+10:00,2021-06-13 12:20:11+10:00,34633,2021-06-13 07:03:44+10:00,2021-06-13 17:36:38+10:00,2021-06-13 06:30:51+10:00,2021-06-13 18:09:32+10:00,2021-06-13 05:58:54+10:00,2021-06-13 18:41:29+10:00
2017-07-06,2017-07-06 07:34:15+10:00,2017-07-06 17:15:32+10:00,2017-07-06 12:24:53+10:00,34877,2017-07-06 07:06:34+10:00,2017-07-06 17:43:13+10:00,2017-07-06 06:33:50+10:00,2017-07-06 18:15:57+10:00,2017-07-06 06:02:01+10:00,2017-07-06 18:47:46+10:00
2014-06-30,2014-06-30 07:35:00+10:00,2014-06-30 17:12:28+10:00,2014-06-30 12:23:44+10:00,34648,2014-06-30 07:07:10+10:00,2014-06-30 17:40:18+10:00,2014-06-30 06:34:17+10:00,2014-06-30 18:13:11+10:00,2014-06-30 06:02:20+10:00,2014-06-30 18:45:07+10:00
2015-10-09,2015-10-09 06:42:57+11:00,2015-10-09 19:32:15+11:00,2015-10-09 13:07:36+11:00,46158,2015-10-09 06:17:43+11:00,2015-10-09 19:57:29+11:00,2015-10-09 05:46:15+11:00,2015-10-09 20:28:57+11:00,2015-10-09 05:13:50+11:00,2015-10-09 21:01:22+11:00
2020-03-10,2020-03-10 07:12:26+11:00,2020-03-10 19:48:20+11:00,2020-03-10 13:30:23+11:00,45354,2020-03-10 06:47:24+11:00,2020-03-10 20:13:22+11:00,2020-03-10 06:16:18+11:00,2020-03-10 20:44:28+11:00,2020-03-10 05:44:27+11:00,2020-03-10 21:16:19+11:00
2018-01-30,2018-01-30 06:29:54+11:00,2018-01-30 20:36:47+11:00,2018-01-30 13:33:21+11:00,50813,2018-01-30 06:02:23+11:00,2018-01-30 21:04:19+11:00,2018-01-30 05:26:57+11:00,2018-01-30 21:39:44+11:00,2018-01-30 04:48:40+11:00,2018-01-30 22:18:02+11:00
2015-11-17,2015-11-17 05:57:17+11:00,2015-11-17 20:12:39+11:00,2015-11-17 13:04:58+11:00,51322,2015-11-17 05:29:23+11:00,2015-11-17 20:40:33+11:00,2015-11-17 04:53:18+11:00,2015-11-17 21:16:38+11:00,2015-11-17 04:14:01+11:00,2015-11-17 21:55:55+11:00
2021-02-08,2021-02-08 06:40:30+11:00,2021-02-08 20:28:04+11:00,2021-02-08 13:34:17+11:00,49654,2021-02-08 06:13:44+11:00,2021-02-08 20:54:50+11:00,2021-02-08 05:39:37+11:00,2021-02-08 21:28:57+11:00,2021-02-08 05:03:18+11:00,2021-02-08 22:05:16+11:00
2017-12-06,2017-12-06 05:49:40+11:00,2017-12-06 20:32:29+11:00,2017-12-06 13:11:05+11:00,52969,2017-12-06 05:20:21+11:00,2017-12-06 21:01:49+11:00,2017-12-06 04:41:48+11:00,2017-12-06 21:40:21+11:00,2017-12-06 03:58:31+11:00,2017-12-06 22:23:38+11:00
2015-07-05,2015-07-05 07:34:32+10:00,2015-07-05 17:14:43+10:00,2015-07-05 12:24:37+10:00,34811,2015-07-05 07:06:49+10:00,2015-07-05 17:42:26+10:00,2015-07-05 06:34:02+10:00,2015-07-05 18:15:13+10:00,2015-07-05 06:02:11+10:00,2015-07-05 18:47:04+10:00
2021-10-24,2021-10-24 06:21:18+11:00,2021-10-24 19:47:25+11:00,2021-10-24 13:04:21+11:00,48367,2021-10-24 05:55:13+11:00,2021-10-24 20:13:30+11:00,2021-10-24 05:22:17+11:00,2021-10-24 20:46:26+11:00,2021-10-24 04:47:43+11:00,2021-10-24 21:21:00+11:00
2016-09-06,2016-09-06 06:32:35+10:00,2016-09-06 18:04:22+10:00,2016-09-06 12:18:29+10:00,41507,2016-09-06 06:07:39+10:00,2016-09-06 18:29:18+10:00,2016-09-06 05:37:16+10:00,2016-09-06 18:59:42+10:00,2016-09-06 05:06:49+10:00,2016-09-06 19:30:09+10:00
2016-11-22,2016-11-22 05:53:42+11:00,2016-11-22 20:18:51+11:00,2016-11-22 13:06:17+11:00,51909,2016-11-22 05:25:19+11:00,2016-11-22 20:47:15+11:00,2016-11-22 04:48:26+11:00,2016-11-22 21:24:08+11:00,2016-11-22 04:07:51+11:00,2016-11-22 22:04:42+11:00
2015-06-27,2015-06-27 07:34:56+10:00,2015-06-27 17:11:12+10:00,2015-06-27 12:23:04+10:00,34576,2015-06-27 07:07:03+10:00,2015-06-27 17:39:06+10:00,2015-06-27 06:34:07+10:00,2015-06-27 18:12:01+10:00,2015-06-27 06:02:08+10:00,2015-06-27 18:44:00+10:00
2020-08-02,2020-08-02 07:17:40+10:00,2020-08-02 17:35:10+10:00,2020-08-02 12:26:25+10:00,37050,2020-08-02 06:51:17+10:00,2020-08-02 18:01:33+10:00,2020-08-02 06:19:46+10:00,2020-08-02 18:33:04+10:00,2020-08-02 05:48:49+10:00,2020-08-02 19:04:01+10:00
2021-04-22,2021-04-22 06:51:41+10:00,2021-04-22 17:45:42+10:00,2021-04-22 12:18:41+10:00,39241,2021-04-22 06:26:14+10:00,2021-04-22 18:11:09+10:00,2021-04-22 05:55:30+10:00,2021-04-22 18:41:53+10:00,2021-04-22 05:25:02+10:00,2021-04-22 19:12:20+10:00
2018-03-28,2018-03-28 07:28:50+11:00,2018-03-28 19:21:50+11:00,2018-03-28 13:25:20+11:00,42780,2018-03-28 07:04:02+11:00,2018-03-28 19:46:39+11:00,2018-03-28 06:33:35+11:00,2018-03-28 20:17:05+11:00,2018-03-28 06:02:53+11:00,2018-03-28 20:47:47+11:00
2021-02-21,2021-02-21 06:54:51+11:00,2021-02-21 20:12:38+11:00,2021-02-21 13:33:45+11:00,47867,2021-02-21 06:29:01+11:00,2021-02-21 20:38:28+11:00,2021-02-21 05:56:29+11:00,2021-02-21 21:11:01+11:00,2021-02-21 05:22:29+11:00,2021-02-21 21:45:00+11:00
2017-04-30,2017-04-30 06:58:51+10:00,2017-04-30 17:35:56+10:00,2017-04-30 12:17:23+10:00,38225,2017-04-30 06:33:01+10:00,2017-04-30 18:01:45+10:00,2017-04-30 06:01:58+10:00,2017-04-30 18:32:48+10:00,2017-04-30 05:31:20+10:00,2017-04-30 19:03:26+10:00
2020-12-10,2020-12-10 05:49:48+11:00,2020-12-10 20:36:06+11:00,2020-12-10 13:12:57+11:00,53178,2020-12-10 05:20:16+11:00,2020-12-10 21:05:38+11:00,2020-12-10 04:41:22+11:00,2020-12-10 21:44:32+11:00,2020-12-10 03:57:29+11:00,2020-12-10 22:28:25+11:00
2021-02-11,2021-02-11 06:43:53+11:00,2021-02-11 20:24:48+11:00,2021-02-11 13:34:21+11:00,49255,2021-02-11 06:17:21+11:00,2021-02-11 20:51:20+11:00,2021-02-11 05:43:38+11:00,2021-02-11 21:25:03+11:00,2021-02-11 05:07:54+11:00,2021-02-11 22:00:48+11:00
2021-12-25,2021-12-25 05:55:09+11:00,2021-12-25 20:45:04+11:00,2021-12-25 13:20:07+11:00,53395,2021-12-25 05:25:25+11:00,2021-12-25 21:14:48+11:00,2021-12-25 04:46:08+11:00,2021-12-25 21:54:05+11:00,2021-12-25 04:01:36+11:00,2021-12-25 22:38:37+11:00
2020-09-26,2020-09-26 06:01:35+10:00,2020-09-26 18:21:18+10:00,2020-09-26 12:11:26+10:00,44383,2020-09-26 05:36:41+10:00,2020-09-26 18:46:11+10:00,2020-09-26 05:05:56+10:00,2020-09-26 19:16:57+10:00,2020-09-26 04:34:38+10:00,2020-09-26 19:48:15+10:00
2020-08-26,2020-08-26 06:48:37+10:00,2020-08-26 17:55:15+10:00,2020-08-26 12:21:56+10:00,39998,2020-08-26 06:23:23+10:00,2020-08-26 18:20:29+10:00,2020-08-26 05:52:50+10:00,2020-08-26 18:51:02+10:00,2020-08-26 05:22:26+10:00,2020-08-26 19:21:26+10:00
2016-05-22,2016-05-22 07:17:55+10:00,2016-05-22 17:15:42+10:00,2016-05-22 12:16:49+10:00,35867,2016-05-22 06:50:53+10:00,2016-05-22 17:42:44+10:00,2016-05-22 06:18:45+10:00,2016-05-22 18:14:52+10:00,2016-05-22 05:47:22+10:00,2016-05-22 18:46:15+10:00
2014-05-18,2014-05-18 07:14:17+10:00,2014-05-18 17:18:49+10:00,2014-05-18 12:16:33+10:00,36272,2014-05-18 06:47:29+10:00,2014-05-18 17:45:37+10:00,2014-05-18 06:15:34+10:00,2014-05-18 18:17:32+10:00,2014-05-18 05:44:21+10:00,2014-05-18 18:48:45+10:00
2021-04-06,2021-04-06 06:37:15+10:00,2021-04-06 18:07:57+10:00,2021-04-06 12:22:36+10:00,41442,2021-04-06 06:12:19+10:00,2021-04-06 18:32:53+10:00,2021-04-06 05:41:55+10:00,2021-04-06 19:03:16+10:00,2021-04-06 05:11:29+10:00,2021-04-06 19:33:43+10:00
2021-02-13,2021-02-13 06:46:07+11:00,2021-02-13 20:22:31+11:00,2021-02-13 13:34:19+11:00,48984,2021-02-13 06:19:44+11:00,2021-02-13 20:48:54+11:00,2021-02-13 05:46:16+11:00,2021-02-13 21:22:22+11:00,2021-02-13 05:10:55+11:00,2021-02-13 21:57:44+11:00
2021-05-27,2021-05-27 07:21:34+10:00,2021-05-27 17:13:01+10:00,2021-05-27 12:17:17+10:00,35487,2021-05-27 06:54:18+10:00,2021-05-27 17:40:17+10:00,2021-05-27 06:21:56+10:00,2021-05-27 18:12:38+10:00,2021-05-27 05:50:24+10:00,2021-05-27 18:44:11+10:00
2020-09-04,2020-09-04 06:35:33+10:00,2020-09-04 18:02:44+10:00,2020-09-04 12:19:09+10:00,41231,2020-09-04 06:10:35+10:00,2020-09-04 18:27:43+10:00,2020-09-04 05:40:10+10:00,2020-09-04 18:58:07+10:00,2020-09-04 05:09:45+10:00,2020-09-04 19:28:32+10:00
2020-09-30,2020-09-30 05:55:24+10:00,2020-09-30 18:24:48+10:00,2020-09-30 12:10:06+10:00,44964,2020-09-30 05:30:25+10:00,2020-09-30 18:49:47+10:00,2020-09-30 04:59:28+10:00,2020-09-30 19:20:44+10:00,2020-09-30 04:27:51+10:00,2020-09-30 19:52:20+10:00
2020-02-16,2020-02-16 06:48:36+11:00,2020-02-16 20:19:52+11:00,2020-02-16 13:34:14+11:00,48676,2020-02-16 06:22:23+11:00,2020-02-16 20:46:05+11:00,2020-02-16 05:49:12+11:00,2020-02-16 21:19:17+11:00,2020-02-16 05:14:14+11:00,2020-02-16 21:54:14+11:00
2021-06-03,2021-06-03 07:26:19+10:00,2021-06-03 17:10:15+10:00,2021-06-03 12:18:17+10:00,35036,2021-06-03 06:58:45+10:00,2021-06-03 17:37:49+10:00,2021-06-03 06:26:07+10:00,2021-06-03 18:10:27+10:00,2021-06-03 05:54:22+10:00,2021-06-03 18:42:12+10:00
2021-12-21,2021-12-21 05:52:59+11:00,2021-12-21 20:43:15+11:00,2021-12-21 13:18:07+11:00,53416,2021-12-21 05:23:13+11:00,2021-12-21 21:13:01+11:00,2021-12-21 04:43:55+11:00,2021-12-21 21:52:20+11:00,2021-12-21 03:59:18+11:00,2021-12-21 22:36:56+11:00
2018-08-16,2018-08-16 07:02:36+10:00,2018-08-16 17:46:26+10:00,2018-08-16 12:24:31+10:00,38630,2018-08-16 06:36:56+10:00,2018-08-16 18:12:06+10:00,2018-08-16 06:06:01+10:00,2018-08-16 18:43:01+10:00,2018-08-16 05:35:28+10:00,2018-08-16 19:13:34+10:00
2020-10-25,2020-10-25 06:19:43+11:00,2020-10-25 19:48:42+11:00,2020-10-25 13:04:12+11:00,48539,2020-10-25 05:53:34+11:00,2020-10-25 20:14:51+11:00,2020-10-25 05:20:29+11:00,2020-10-25 20:47:56+11:00,2020-10-25 04:45:42+11:00,2020-10-25 21:22:43+11:00
2016-03-28,2016-03-28 07:29:17+11:00,2016-03-28 19:21:06+11:00,2016-03-28 13:25:11+11:00,42709,2016-03-28 07:04:28+11:00,2016-03-28 19:45:55+11:00,2016-03-28 06:34:02+11:00,2016-03-28 20:16:21+11:00,2016-03-28 06:03:21+11:00,2016-03-28 20:47:02+11:00
2021-08-23,2021-08-23 06:53:06+10:00,2021-08-23 17:52:32+10:00,2021-08-23 12:22:49+10:00,39566,2021-08-23 06:27:45+10:00,2021-08-23 18:17:54+10:00,2021-08-23 05:57:06+10:00,2021-08-23 18:48:33+10:00,2021-08-23 05:26:40+10:00,2021-08-23 19:18:58+10:00
2015-05-15,2015-05-15 07:11:34+10:00,2015-05-15 17:21:24+10:00,2015-05-15 12:16:29+10:00,36590,2015-05-15 06:44:57+10:00,2015-05-15 17:48:01+10:00,2015-05-15 06:13:12+10:00,2015-05-15 18:19:46+10:00,2015-05-15 05:42:06+10:00,2015-05-15 18:50:52+10:00
2018-07-11,2018-07-11 07:32:53+10:00,2018-07-11 17:18:20+10:00,2018-07-11 12:25:37+10:00,35127,2018-07-11 07:05:23+10:00,2018-07-11 17:45:51+10:00,2018-07-11 06:32:48+10:00,2018-07-11 18:18:25+10:00,2018-07-11 06:01:06+10:00,2018-07-11 18:50:08+10:00
2016-08-01,2016-08-01 07:18:39+10:00,2016-08-01 17:34:19+10:00,2016-08-01 12:26:29+10:00,36940,2016-08-01 06:52:13+10:00,2016-08-01 18:00:45+10:00,2016-08-01 06:20:38+10:00,2016-08-01 18:32:20+10:00,2016-08-01 05:49:39+10:00,2016-08-01 19:03:19+10:00
2021-03-23,2021-03-23 07:24:30+11:00,2021-03-23 19:29:01+11:00,2021-03-23 13:26:46+11:00,43471,2021-03-23 06:59:41+11:00,2021-03-23 19:53:50+11:00,2021-03-23 06:29:09+11:00,2021-03-23 20:24:23+11:00,2021-03-23 05:58:14+11:00,2021-03-23 20:55:18+11:00
2020-12-20,2020-12-20 05:52:38+11:00,2020-12-20 20:42:52+11:00,2020-12-20 13:17:45+11:00,53414,2020-12-20 05:22:52+11:00,2020-12-20 21:12:37+11:00,2020-12-20 04:43:34+11:00,2020-12-20 21:51:56+11:00,2020-12-20 03:58:58+11:00,2020-12-20 22:36:32+11:00
2017-09-22,2017-09-22 06:08:14+10:00,2017-09-22 18:17:36+10:00,2017-09-22 12:12:55+10:00,43762,2017-09-22 05:43:24+10:00,2017-09-22 18:42:27+10:00,2017-09-22 05:12:48+10:00,2017-09-22 19:13:03+10:00,2017-09-22 04:41:46+10:00,2017-09-22 19:44:04+10:00
2020-10-01,2020-10-01 05:53:51+10:00,2020-10-01 18:25:41+10:00,2020-10-01 12:09:46+10:00,45110,2020-10-01 05:28:51+10:00,2020-10-01 18:50:42+10:00,2020-10-01 04:57:51+10:00,2020-10-01 19:21:42+10:00,2020-10-01 04:26:09+10:00,2020-10-01 19:53:24+10:00
2016-03-17,2016-03-17 07:19:06+11:00,2016-03-17 19:37:50+11:00,2016-03-17 13:28:28+11:00,44324,2016-03-17 06:54:14+11:00,2016-03-17 20:02:43+11:00,2016-03-17 06:23:29+11:00,2016-03-17 20:33:27+11:00,2016-03-17 05:52:13+11:00,2016-03-17 21:04:44+11:00
2018-04-04,2018-04-04 06:35:12+10:00,2018-04-04 18:11:19+10:00,2018-04-04 12:23:15+10:00,41767,2018-04-04 06:10:19+10:00,2018-04-04 18:36:12+10:00,2018-04-04 05:39:55+10:00,2018-04-04 19:06:35+10:00,2018-04-04 05:09:26+10:00,2018-04-04 19:37:04+10:00
2017-06-11,2017-06-11 07:30:41+10:00,2017-06-11 17:08:51+10:00,2017-06-11 12:19:46+10:00,34690,2017-06-11 07:02:52+10:00,2017-06-11 17:36:39+10:00,2017-06-11 06:30:01+10:00,2017-06-11 18:09:30+10:00,2017-06-11 05:58:06+10:00,2017-06-11 18:41:25+10:00
2020-09-03,2020-09-03 06:37:02+10:00,2020-09-03 18:01:55+10:00,2020-09-03 12:19:28+10:00,41093,2020-09-03 06:12:03+10:00,2020-09-03 18:26:54+10:00,2020-09-03 05:41:38+10:00,2020-09-03 18:57:19+10:00,2020-09-03 05:11:13+10:00,2020-09-03 19:27:44+10:00
2014-07-06,2014-07-06 07:34:18+10:00,2014-07-06 17:15:22+10:00,2014-07-06 12:24:50+10:00,34864,2014-07-06 07:06:37+10:00,2014-07-06 17:43:04+10:00,2014-07-06 06:33:52+10:00,2014-07-06 18:15:48+10:00,2014-07-06 06:02:02+10:00,2014-07-06 18:47:38+10:00
2016-02-06,2016-02-06 06:37:20+11:00,2016-02-06 20:30:56+11:00,2016-02-06 13:34:08+11:00,50016,2016-02-06 06:10:21+11:00,2016-02-06 20:57:55+11:00,2016-02-06 05:35:51+11:00,2016-02-06 21:32:25+11:00,2016-02-06 04:58:58+11:00,2016-02-06 22:09:18+11:00
2017-02-20,2017-02-20 06:53:45+11:00,2017-02-20 20:13:59+11:00,2017-02-20 13:33:52+11:00,48014,2017-02-20 06:27:52+11:00,2017-02-20 20:39:52+11:00,2017-02-20 05:55:12+11:00,2017-02-20 21:12:32+11:00,2017-02-20 05:21:03+11:00,2017-02-20 21:46:41+11:00
2016-08-10,2016-08-10 07:09:13+10:00,2016-08-10 17:41:47+10:00,2016-08-10 12:25:30+10:00,37954,2016-08-10 06:43:16+10:00,2016-08-10 18:07:44+10:00,2016-08-10 06:12:07+10:00,2016-08-10 18:38:53+10:00,2016-08-10 05:41:25+10:00,2016-08-10 19:09:35+10:00
2017-04-10,2017-04-10 06:40:50+10:00,2017-04-10 18:02:11+10:00,2017-04-10 12:21:30+10:00,40881,2017-04-10 06:15:48+10:00,2017-04-10 18:27:12+10:00,2017-04-10 05:45:22+10:00,2017-04-10 18:57:38+10:00,2017-04-10 05:14:58+10:00,2017-04-10 19:28:02+10:00
2015-12-19,2015-12-19 05:51:53+11:00,2015-12-19 20:41:52+11:00,2015-12-19 13:16:53+11:00,53399,2015-12-19 05:22:08+11:00,2015-12-19 21:11:37+11:00,2015-12-19 04:42:51+11:00,2015-12-19 21:50:54+11:00,2015-12-19 03:58:18+11:00,2015-12-19 22:35:27+11:00
2017-02-07,2017-02-07 06:39:20+11:00,2017-02-07 20:29:09+11:00,2017-02-07 13:34:15+11:00,49789,2017-02-07 06:12:30+11:00,2017-02-07 20:56:00+11:00,2017-02-07 05:38:14+11:00,2017-02-07 21:30:15+11:00,2017-02-07 05:01:42+11:00,2017-02-07 22:06:47+11:00
2017-04-08,2017-04-08 06:39:02+10:00,2017-04-08 18:05:04+10:00,2017-04-08 12:22:03+10:00,41162,2017-04-08 06:14:03+10:00,2017-04-08 18:30:03+10:00,2017-04-08 05:43:39+10:00,2017-04-08 19:00:27+10:00,2017-04-08 05:13:14+10:00,2017-04-08 19:30:52+10:00
2015-10-24,2015-10-24 06:22:00+11:00,2015-10-24 19:46:52+11:00,2015-10-24 13:04:26+11:00,48292,2015-10-24 05:55:58+11:00,2015-10-24 20:12:54+11:00,2015-10-24 05:23:05+11:00,2015-10-24 20:45:46+11:00,2015-10-24 04:48:36+11:00,2015-10-24 21:20:16+11:00
